ip,hostname,city,region,country,loc,org,postal,timezone,anycast
216.175.16.18,,Geneseo,Illinois,US,"41.4481,-90.1543",AS15129 Geneseo Telephone Company,61254,America/Chicago,
72.9.83.247,247-83-9-72-in-addr-arpa.brightok.net,Sulphur,Oklahoma,US,"34.5079,-96.9684",AS8025 BrightNet Oklahoma,73086,America/Chicago,
195.32.119.65,host65-119-32-195.dimensionesrl.eu,Milan,Lombardy,IT,"45.4643,9.1895",AS202870 Dimensione S.r.l.,20121,Europe/Rome,
137.118.252.72,137-118-252-72.peoplescom.net,Travis Ranch,Texas,US,"32.8036,-96.4735",AS40317 Peoples Communications Inc.,75126,America/Chicago,
61.238.198.147,061238198147.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
195.32.104.233,host233-104-32-195.dimensionesrl.eu,Milan,Lombardy,IT,"45.4643,9.1895",AS202870 Dimensione S.r.l.,20121,Europe/Rome,
154.27.29.46,,Jersey City,New Jersey,US,"40.7282,-74.0776","AS29852 Honest Networks, LLC",07097,America/New_York,
61.16.90.58,,Singapore,Singapore,SG,"1.2897,103.8501",AS23856 SPTEL PTE. LTD.,018989,Asia/Singapore,
80.211.130.206,host206-130-211-80.serverdedicati.aruba.it,Maranello,Emilia-Romagna,IT,"44.5310,10.8689",AS31034 Aruba S.p.A.,41053,Europe/Rome,
195.32.116.228,host228-116-32-195.dimensionesrl.eu,Milan,Lombardy,IT,"45.4643,9.1895",AS202870 Dimensione S.r.l.,20121,Europe/Rome,
159.196.203.140,,Perth,Western Australia,AU,"-31.9522,115.8614",AS4764 Aussie Broadband,6000,Australia/Perth,
167.89.244.29,,Travis Ranch,Texas,US,"32.8036,-96.4735",AS40317 Peoples Communications Inc.,75126,America/Chicago,
61.93.123.218,061093123218.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
58.177.125.202,058177125202.ctinets.com,Tseung Kwan O,Sai Kung,HK,"22.3279,114.2499",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
173.47.56.97,173-47-56-97.cpe.cableone.net,Washington,Indiana,US,"38.6592,-87.1728","AS11492 CABLE ONE, INC.",47501,America/Indiana/Vincennes,
122.148.225.48,48.225.148.122.sta.wbroadband.net.au,Adelaide,South Australia,AU,"-34.9287,138.5986",AS9443 Vocus Retail,5000,Australia/Adelaide,
14.198.81.20,014198081020.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
126.78.7.114,softbank126078007114.bbtec.net,Tokyo,Tokyo,JP,"35.6895,139.6917",AS17676 SoftBank Corp.,101-8656,Asia/Tokyo,
221.150.163.147,,Anseong,Gyeonggi-do,KR,"37.0108,127.2703",AS4766 Korea Telecom,17569,Asia/Seoul,
103.187.95.19,,Dhaka,Dhaka,BD,"23.7104,90.4074",AS134732 Dot Internet,1000,Asia/Dhaka,
120.156.66.55,cpe-120-156-66-55.qb04.qld.asp.telstra.net,Sydney,New South Wales,AU,"-33.8678,151.2073",AS1221 Telstra Corporation Ltd,1001,Australia/Sydney,
208.123.243.45,dsl-243-45.geneseo.net,Annawan,Illinois,US,"41.3973,-89.9046",AS15129 Geneseo Telephone Company,61234,America/Chicago,
5.128.31.248,l5-128-31-248.novotelecom.ru,Novosibirsk,Novosibirsk Oblast,RU,"55.0415,82.9346",AS31200 Novotelecom Ltd,630000,Asia/Novosibirsk,
195.32.125.239,host239-125-32-195.dimensionesrl.eu,Milan,Lombardy,IT,"45.4643,9.1895",AS202870 Dimensione S.r.l.,20121,Europe/Rome,
35.143.165.21,035-143-165-021.dhcp.bhn.net,Inverness,Florida,US,"28.8340,-82.2822","AS33363 Charter Communications, Inc",34450,America/New_York,
14.198.67.188,014198067188.ctinets.com,Fanling,North,HK,"22.4949,114.1395",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
207.40.144.86,,Santa Anna,Texas,US,"31.7421,-99.3217",AS18618 west central wireless,76878,America/Chicago,
212.3.141.146,,Smolensk,Smolensk Oblast,RU,"54.7794,32.0437",AS35125 PJSC Rostelecom,214000,Europe/Moscow,
14.198.46.2,014198046002.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
98.18.29.57,h57.29.18.98.static.ip.windstream.net,Interlachen,Florida,US,"29.6242,-81.8926",AS7029 Windstream Communications LLC,32148,America/New_York,
204.80.121.162,,Alpine,Texas,US,"30.3586,-103.6621","AS36105 Big Bend Telephone Company, Inc.",79832,America/Chicago,
114.32.138.82,114-32-138-82.hinet-ip.hinet.net,Taipei,Taiwan,TW,"25.0478,121.5319",AS3462 Data Communication Business Group,,Asia/Taipei,
99.98.240.244,99-98-240-244.lightspeed.rcsntx.sbcglobal.net,Dallas,Texas,US,"32.7831,-96.8067","AS7018 AT&T Services, Inc.",75201,America/Chicago,
141.66.193.123,autodoc.fiz-karlsruhe.de,Karlsruhe,Baden-Wurttemberg,DE,"49.0094,8.4044",AS13040 FIZ Karlsruhe - Leibniz-Institut fuer Informationsinfrastruktur GmbH,76133,Europe/Berlin,
106.139.126.107,kd106139126107.ppp-bb.dion.ne.jp,Koganei,Tokyo,JP,"35.7001,139.5111",AS2516 KDDI CORPORATION,329-0414,Asia/Tokyo,
101.89.224.20,,Shanghai,Shanghai,CN,"31.2222,121.4581",AS4812 China Telecom (Group),,Asia/Shanghai,
67.210.181.166,67-210-181-166.fidnet.com,New Haven,Missouri,US,"38.6084,-91.2190",AS11976 Fidelity Communication International Inc.,63068,America/Chicago,
195.32.104.155,host155-104-32-195.dimensionesrl.eu,Milan,Lombardy,IT,"45.4643,9.1895",AS202870 Dimensione S.r.l.,20121,Europe/Rome,
104.183.96.140,104-183-96-140.lightspeed.wepbfl.sbcglobal.net,The Acreage,Florida,US,"26.7940,-80.2675","AS7018 AT&T Services, Inc.",33412,America/New_York,
45.8.144.90,vm534631.stark-industries.solutions,Meppel,Drenthe,NL,"52.6958,6.1944",AS44477 STARK INDUSTRIES SOLUTIONS LTD,7941,Europe/Amsterdam,
109.71.214.230,ip-230-214.skvelynet.cz,Slaný,Central Bohemia,CZ,"50.2305,14.0869",AS50163 Altnet s.r.o.,274 01,Europe/Prague,
203.51.38.224,cpe-203-51-38-224.ab01.act.asp.telstra.net,Sydney,New South Wales,AU,"-33.8678,151.2073",AS1221 Telstra Corporation Ltd,1001,Australia/Sydney,
183.178.222.187,183178222187.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
64.137.145.87,64-137-145-87.beanfield.net,Toronto,Ontario,CA,"43.7001,-79.4163",AS21949 Beanfield Technologies Inc.,M5A,America/Toronto,
121.212.131.60,cpe-121-212-131-60.nb06.nsw.asp.telstra.net,Sydney,New South Wales,AU,"-33.8678,151.2073",AS1221 Telstra Corporation Ltd,1001,Australia/Sydney,
69.58.134.163,,Molalla,Oregon,US,"45.1473,-122.5770",AS18516 Molalla Communications Systems Inc.,97038,America/Los_Angeles,
167.179.142.136,167-179-142-136.a7b38e.mel.nbn.aussiebb.net,Melbourne,Victoria,AU,"-37.8140,144.9633",AS4764 Aussie Broadband,3000,Australia/Melbourne,
195.32.104.196,host196-104-32-195.dimensionesrl.eu,Milan,Lombardy,IT,"45.4643,9.1895",AS202870 Dimensione S.r.l.,20121,Europe/Rome,
159.196.55.169,,Adelaide,South Australia,AU,"-34.9287,138.5986",AS4764 Aussie Broadband,5000,Australia/Adelaide,
45.77.142.112,fra-1-vr.facecast.io,Frankfurt am Main,Hesse,DE,"50.1155,8.6842","AS20473 The Constant Company, LLC",60306,Europe/Berlin,
66.18.116.239,unk.ulworkplace.com,Franklin,Tennessee,US,"35.9121,-86.7655",AS13649 Flexential Colorado Corp.,37067,America/Chicago,
195.32.119.171,host171-119-32-195.dimensionesrl.eu,Milan,Lombardy,IT,"45.4643,9.1895",AS202870 Dimensione S.r.l.,20121,Europe/Rome,
121.209.47.188,cpe-121-209-47-188.nb03.nsw.asp.telstra.net,Sydney,New South Wales,AU,"-33.8678,151.2073",AS1221 Telstra Corporation Ltd,1001,Australia/Sydney,
14.136.53.69,014136053069.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
137.119.125.52,137-119-125-52.peoplescom.net,Van,Texas,US,"32.5249,-95.6372",AS40317 Peoples Communications Inc.,75790,America/Chicago,
46.121.236.150,46-121-236-150.static.012.net.il,Tel Aviv,Tel Aviv,IL,"32.0809,34.7806",AS12400 Partner Communications Ltd.,,Asia/Jerusalem,
185.60.97.222,,Braunschweig,Lower Saxony,DE,"52.2659,10.5267",AS205505 Volkswagen Financial Services AG,38100,Europe/Berlin,
67.206.124.190,190-124-206-67-in-addr-arpa.brightok.net,Lone Grove,Oklahoma,US,"34.1754,-97.2628",AS8025 BrightNet Oklahoma,73443,America/Chicago,
90.149.75.69,fp5a954b45.stmb001.ap.nuro.jp,Saitama,Saitama,JP,"35.9081,139.6566",AS2527 Sony Network Communications Inc.,330-0046,Asia/Tokyo,
17.253.7.7,usatl4-edge-bx-004.aaplimg.com,Atlanta,Georgia,US,"33.7490,-84.3880",AS6185 Apple Inc.,30302,America/New_York,
182.171.122.156,fpb6ab7a9c.ap.nuro.jp,Nōgata,Fukuoka,JP,"33.7405,130.7226",AS2527 Sony Network Communications Inc.,822-0016,Asia/Tokyo,
216.229.70.177,216-229-70-177.fidnet.com,Sullivan,Missouri,US,"38.2081,-91.1604",AS11976 Fidelity Communication International Inc.,63080,America/Chicago,
199.68.248.67,,Fort Myers,Florida,US,"26.6217,-81.8406",AS23314 Summit Broadband,33916,America/New_York,
212.5.143.97,212-5-143-97.btc-net.bg,Sofia,Sofia-Capital,BG,"42.6975,23.3241",AS8866 Vivacom Bulgaria EAD,1000,Europe/Sofia,
167.89.207.158,,Van,Texas,US,"32.5249,-95.6372",AS40317 Peoples Communications Inc.,75790,America/Chicago,
61.16.86.190,,Singapore,Singapore,SG,"1.2897,103.8501",AS23856 SPTEL PTE. LTD.,018989,Asia/Singapore,
92.203.144.11,fp5ccb900b.chbd217.ap.nuro.jp,Shiroi,Chiba,JP,"35.8000,140.0667",AS2527 Sony Network Communications Inc.,270-1421,Asia/Tokyo,
199.48.206.180,,Saint John’s,Saint John,AG,"17.1210,-61.8433",AS53312 Sunvale Inc.,,America/Antigua,
138.19.78.68,138019078068.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
72.9.70.24,24-70-9-72-in-addr-arpa.brightok.net,Ardmore,Oklahoma,US,"34.1566,-97.1792",AS8025 BrightNet Oklahoma,73401,America/Chicago,
154.27.23.171,,New York City,New York,US,"40.7143,-74.0060","AS29852 Honest Networks, LLC",10001,America/New_York,
195.32.117.205,host205-117-32-195.dimensionesrl.eu,Milan,Lombardy,IT,"45.4643,9.1895",AS202870 Dimensione S.r.l.,20121,Europe/Rome,
14.136.45.125,014136045125.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
14.6.179.239,,Hwaseong-si,Gyeonggi-do,KR,"37.2068,126.8169",AS17858 LG POWERCOMM,18254,Asia/Seoul,
208.25.103.229,208-25-103-229.web-access.net,Santa Anna,Texas,US,"31.7421,-99.3217",AS18618 west central wireless,76878,America/Chicago,
52.250.47.3,,Moses Lake,Washington,US,"47.1301,-119.2781",AS8075 Microsoft Corporation,98837,America/Los_Angeles,
104.244.118.57,mcfiuu.myakkatech.com,Samoset,Florida,US,"27.3648,-82.1849","AS16803 Myakka Technologies, Inc.",34251,America/New_York,
99.13.103.65,,McComb,Mississippi,US,"31.2438,-90.4531","AS7018 AT&T Services, Inc.",39649,America/Chicago,
110.235.78.24,110235078024.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
120.147.223.216,cpe-120-147-223-216.nb09.nsw.asp.telstra.net,Sydney,New South Wales,AU,"-33.8678,151.2073",AS1221 Telstra Corporation Ltd,1001,Australia/Sydney,
137.119.127.94,137-119-127-94.peoplescom.net,Travis Ranch,Texas,US,"32.8036,-96.4735",AS40317 Peoples Communications Inc.,75126,America/Chicago,
205.240.66.108,,Santa Anna,Texas,US,"31.7421,-99.3217",AS18618 west central wireless,76878,America/Chicago,
132.147.217.207,132.147.217.207.marktwain.net,Palmyra,Missouri,US,"39.7942,-91.5232",AS10750 Mark Twain Rural Telephone Co.,63461,America/Chicago,
120.155.24.251,cpe-120-155-24-251.nb05.nsw.asp.telstra.net,Sydney,New South Wales,AU,"-33.8678,151.2073",AS1221 Telstra Corporation Ltd,1001,Australia/Sydney,
119.247.35.2,119247035002.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
167.89.217.81,,Mount Pleasant,Texas,US,"33.1568,-94.9683",AS40317 Peoples Communications Inc.,75456,America/Chicago,
162.255.184.191,191.184.255.162.in-addr.arpa.dsldhcp.westco.net,Star City,West Virginia,US,"39.6884,-79.9801",AS40794 Westco Internet,26541,America/New_York,
183.179.113.99,183179113099.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
121.209.46.180,cpe-121-209-46-180.nb03.nsw.asp.telstra.net,Sydney,New South Wales,AU,"-33.8678,151.2073",AS1221 Telstra Corporation Ltd,1001,Australia/Sydney,
69.46.62.51,,Mount Vernon,Texas,US,"33.1887,-95.2213",AS40317 Peoples Communications Inc.,75457,America/Chicago,
66.199.89.52,,Blacksburg,Virginia,US,"37.2296,-80.4139",AS3257 GTT Communications Inc.,24062,America/New_York,
61.93.102.101,061093102101.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
14.199.6.171,014199006171.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
122.151.70.155,122-151-70-155.sta.wbroadband.net.au,Melbourne,Victoria,AU,"-37.8140,144.9633",AS9443 Vocus Retail,3000,Australia/Melbourne,
58.176.222.241,058176222241.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
17.253.54.199,ushnl2-vip-bx-003.a.aaplimg.com,Honolulu,Hawaii,US,"21.3069,-157.8583",AS714 Apple Inc.,96802,Pacific/Honolulu,
195.32.126.93,host93-126-32-195.dimensionesrl.eu,Milan,Lombardy,IT,"45.4643,9.1895",AS202870 Dimensione S.r.l.,20121,Europe/Rome,
72.9.86.28,28-86-9-72-in-addr-arpa.brightok.net,Sulphur,Oklahoma,US,"34.5079,-96.9684",AS8025 BrightNet Oklahoma,73086,America/Chicago,
17.253.57.45,defra3-edge-bx-023.aaplimg.com,Frankfurt am Main,Hesse,DE,"50.1155,8.6842",AS6185 Apple Inc.,60306,Europe/Berlin,
60.225.65.107,cpe-60-225-65-107.wb01.wa.asp.telstra.net,Perth,Western Australia,AU,"-31.9522,115.8614",AS1221 Telstra Corporation Ltd,6000,Australia/Perth,
137.118.255.159,137-118-255-159.peoplescom.net,Forney,Texas,US,"32.7482,-96.4719",AS40317 Peoples Communications Inc.,75126,America/Chicago,
125.168.132.55,55.132.168.125.sta.wbroadband.net.au,Sydney,New South Wales,AU,"-33.8678,151.2073",AS9443 Vocus Retail,1001,Australia/Sydney,
66.25.144.118,cpe-66-25-144-118.satx.res.rr.com,San Antonio,Texas,US,"29.5334,-98.4975",AS11427 Charter Communications Inc,78216,America/Chicago,
61.16.90.150,,Singapore,Singapore,SG,"1.2897,103.8501",AS23856 SPTEL PTE. LTD.,018989,Asia/Singapore,
46.163.121.68,mbtech-sentry.telekom.ebf.de,Düsseldorf,North Rhine-Westphalia,DE,"51.2217,6.7762",AS61157 PlusServer GmbH,40210,Europe/Berlin,
61.16.90.46,,Singapore,Singapore,SG,"1.2897,103.8501",AS23856 SPTEL PTE. LTD.,018989,Asia/Singapore,
195.39.203.225,,Milan,Lombardy,IT,"45.4643,9.1895",AS60798 Servereasy Srl,20121,Europe/Rome,
68.168.206.143,,Farmersville,Texas,US,"33.1634,-96.3600",AS40317 Peoples Communications Inc.,75442,America/Chicago,
90.200.21.143,5ac8158f.bb.sky.com,Bury,England,GB,"53.6000,-2.3000",AS5607 Sky UK Limited,BL9,Europe/London,
110.148.211.43,cpe-110-148-211-43.bpjl-r-038.lon.vic.bigpond.net.au,Melbourne,Victoria,AU,"-37.8140,144.9633",AS1221 Telstra Corporation Ltd,3000,Australia/Melbourne,
61.92.50.95,061092050095.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
75.132.201.211,075-132-201-211.res.spectrum.com,Belleville,Illinois,US,"38.5352,-90.0006",AS20115 Charter Communications,62226,America/Chicago,
124.190.97.131,cpe-124-190-97-131.vb14.vic.asp.telstra.net,Melbourne,Victoria,AU,"-37.8140,144.9633",AS1221 Telstra Corporation Ltd,3000,Australia/Melbourne,
80.184.134.70,,Ḩawallī,Hawalli,KW,"29.3328,48.0286","AS6412 KEMS Block-A, Floor 7, Souq Al-Kabeer Kuwait City, State of Kuwait P O Box 3623, Safat 13037 KW",,Asia/Kuwait,
183.179.128.44,183179128044.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
195.32.118.136,host136-118-32-195.dimensionesrl.eu,Milan,Lombardy,IT,"45.4643,9.1895",AS202870 Dimensione S.r.l.,20121,Europe/Rome,
67.206.126.29,29-126-206-67-in-addr-arpa.brightok.net,Lone Grove,Oklahoma,US,"34.1754,-97.2628",AS8025 BrightNet Oklahoma,73443,America/Chicago,
67.206.107.93,93-107-206-67-in-addr-arpa.brightok.net,Springer,Oklahoma,US,"34.3145,-97.1428",AS8025 BrightNet Oklahoma,73458,America/Chicago,
159.196.164.112,159-196-164-112.9fc4a4.syd.nbn.aussiebb.net,Sydney,New South Wales,AU,"-33.8678,151.2073",AS4764 Aussie Broadband,1001,Australia/Sydney,
76.180.100.89,cpe-76-180-100-89.buffalo.res.rr.com,Buffalo,New York,US,"42.8840,-78.8597",AS11351 Charter Communications Inc,14204,America/New_York,
124.244.147.188,124244147188.ctinets.com,Tuen Mun,Tuen Mun,HK,"22.3917,113.9716",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
17.253.24.251,cator4-edge-bx-022.b.aaplimg.com,Toronto,Ontario,CA,"43.7001,-79.4163",AS714 Apple Inc.,M5A,America/Toronto,
207.43.77.43,207-43-77-43.web-access.net,Santa Anna,Texas,US,"31.7421,-99.3217",AS18618 west central wireless,76878,America/Chicago,
75.158.229.208,d75-158-229-208.abhsia.telus.net,Edmonton,Alberta,CA,"53.5501,-113.4687",AS852 TELUS Communications Inc.,T5H,America/Edmonton,
72.9.81.78,78-81-9-72-in-addr-arpa.brightok.net,Sulphur,Oklahoma,US,"34.5079,-96.9684",AS8025 BrightNet Oklahoma,73086,America/Chicago,
61.238.223.247,061238223247.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
74.76.109.52,cpe-74-76-109-52.nycap.res.rr.com,Schenectady,New York,US,"42.7904,-73.9809",AS11351 Charter Communications Inc,12306,America/New_York,
68.168.207.32,,Josephine,Texas,US,"33.0612,-96.3072",AS40317 Peoples Communications Inc.,75164,America/Chicago,
208.123.232.6,dsl-232-6.geneseo.net,Geneseo,Illinois,US,"41.4481,-90.1543",AS15129 Geneseo Telephone Company,61254,America/Chicago,
23.227.240.232,,Los Angeles,California,US,"34.0522,-118.2437","AS23316 Bel Air Internet, LLC",90009,America/Los_Angeles,
17.253.61.53,sgsin3-edge-bx-004.a.aaplimg.com,Singapore,Singapore,SG,"1.2897,103.8501",AS714 Apple Inc.,018989,Asia/Singapore,
70.123.141.143,cpe-70-123-141-143.austin.res.rr.com,Fredericksburg,Texas,US,"30.2752,-98.8720",AS11427 Charter Communications Inc,78624,America/Chicago,
155.137.220.49,155137220049.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
69.5.102.135,dynamic-69-5-102-135.molalla.net,Molalla,Oregon,US,"45.1473,-122.5770",AS18516 Molalla Communications Systems Inc.,97038,America/Los_Angeles,
162.255.188.49,49.188.255.162.in-addr.arpa.wstfttx.westco.net,Cassville,West Virginia,US,"39.6656,-80.0637",AS40794 Westco Internet,26527,America/New_York,
173.224.18.33,173-224-18-33.ptcnet.net,Pierce,Nebraska,US,"42.1992,-97.5267","AS46328 Four-U Technologies, LLC",68767,America/Chicago,
17.253.7.29,usatl4-edge-bx-015.aaplimg.com,Atlanta,Georgia,US,"33.7490,-84.3880",AS6185 Apple Inc.,30302,America/New_York,
208.25.103.226,208-25-103-226.web-access.net,Santa Anna,Texas,US,"31.7421,-99.3217",AS18618 west central wireless,76878,America/Chicago,
82.165.250.239,,Karlsruhe,Baden-Wurttemberg,DE,"49.0094,8.4044",AS8560 IONOS SE,76133,Europe/Berlin,
61.238.180.98,061238180098.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
67.207.253.52,52-253-207-67-in-addr-arpa.brightok.net,Sulphur,Oklahoma,US,"34.5079,-96.9684",AS8025 BrightNet Oklahoma,73086,America/Chicago,
123.195.107.243,123-195-107-243.dynamic.kbronet.com.tw,Chang-hua,Taiwan,TW,"24.0733,120.5628","AS9924 Taiwan Fixed Network, Telco and Network Service Provider.",,Asia/Taipei,
195.32.116.115,host115-116-32-195.dimensionesrl.eu,Milan,Lombardy,IT,"45.4643,9.1895",AS202870 Dimensione S.r.l.,20121,Europe/Rome,
123.203.218.226,123203218226.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
137.119.126.31,137-119-126-31.peoplescom.net,Forney,Texas,US,"32.7482,-96.4719",AS40317 Peoples Communications Inc.,75126,America/Chicago,
137.119.86.113,137-119-86-113.peoplescom.net,Alba,Texas,US,"32.7929,-95.6344",AS40317 Peoples Communications Inc.,75410,America/Chicago,
68.168.206.227,,Emory,Texas,US,"32.8746,-95.7655",AS40317 Peoples Communications Inc.,75440,America/Chicago,
17.253.117.204,twtpe2-vip-bx-004.aaplimg.com,Taipei,Taiwan,TW,"25.0478,121.5319",AS6185 Apple Inc.,,Asia/Taipei,
167.89.213.144,,Emory,Texas,US,"32.8746,-95.7655",AS40317 Peoples Communications Inc.,75440,America/Chicago,
141.66.193.79,service.fiz-karlsruhe.de,Karlsruhe,Baden-Wurttemberg,DE,"49.0094,8.4044",AS13040 FIZ Karlsruhe - Leibniz-Institut fuer Informationsinfrastruktur GmbH,76133,Europe/Berlin,
138.19.57.221,138019057221.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
122.151.51.32,122-151-51-32.sta.wbroadband.net.au,Melbourne,Victoria,AU,"-37.8140,144.9633",AS9443 Vocus Retail,3000,Australia/Melbourne,
123.1.203.73,123001203073.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
96.47.157.76,,Three Oaks,Florida,US,"26.4701,-81.7940",AS23314 Summit Broadband,33965,America/New_York,
139.162.223.208,global.fastapn.com,London,England,GB,"51.5085,-0.1257",AS63949 Akamai Connected Cloud,EC1A,Europe/London,
204.80.121.113,,Alpine,Texas,US,"30.3586,-103.6621","AS36105 Big Bend Telephone Company, Inc.",79832,America/Chicago,
67.221.136.49,,Yantis,Texas,US,"32.9304,-95.5750",AS40317 Peoples Communications Inc.,75497,America/Chicago,
103.144.201.125,,Dhaka,Dhaka,BD,"23.7104,90.4074",AS139762 Solution,1000,Asia/Dhaka,
123.203.219.208,123203219208.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
210.209.104.111,210209104111.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
17.253.69.71,jptyo5-edge-bx-011.b.aaplimg.com,Tokyo,Tokyo,JP,"35.6895,139.6917",AS6185 Apple Inc.,101-8656,Asia/Tokyo,
137.119.83.154,137-119-83-154.peoplescom.net,Mineola,Texas,US,"32.6632,-95.4883",AS40317 Peoples Communications Inc.,75773,America/Chicago,
203.40.117.130,cpe-203-40-117-130.nb05.nsw.asp.telstra.net,Sydney,New South Wales,AU,"-33.8678,151.2073",AS1221 Telstra Corporation Ltd,1001,Australia/Sydney,
213.45.194.134,host-213-45-194-134.pool21345.interbusiness.it,Bari,Apulia,IT,"41.1207,16.8698",AS3269 Telecom Italia S.p.A.,70100,Europe/Rome,
195.32.113.194,host194-113-32-195.dimensionesrl.eu,Milan,Lombardy,IT,"45.4643,9.1895",AS202870 Dimensione S.r.l.,20121,Europe/Rome,
210.6.123.241,210006123241.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
195.32.117.247,host247-117-32-195.dimensionesrl.eu,Milan,Lombardy,IT,"45.4643,9.1895",AS202870 Dimensione S.r.l.,20121,Europe/Rome,
119.246.107.217,119246107217.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
101.188.37.20,cpe-101-188-37-20.vb03.vic.asp.telstra.net,Melbourne,Victoria,AU,"-37.8140,144.9633",AS1221 Telstra Corporation Ltd,3000,Australia/Melbourne,
119.247.72.236,119247072236.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
123.203.187.132,123203187132.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
199.47.254.96,mcfipu.myakkatech.com,Utopia,Florida,US,"27.2901,-82.3601","AS16803 Myakka Technologies, Inc.",34240,America/New_York,
183.179.144.136,183179144136.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
58.176.218.144,058176218144.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
216.134.233.226,,Yellville,Arkansas,US,"36.2262,-92.6849",AS18943 YELCOT TELEPHONE COMPANY,72687,America/Chicago,
124.189.27.242,cpe-124-189-27-242.vb09.vic.asp.telstra.net,Melbourne,Victoria,AU,"-37.8140,144.9633",AS1221 Telstra Corporation Ltd,3000,Australia/Melbourne,
